Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Publisher_Range
10902,Dora the Explorer: Dora Saves the Crystal Kingdom,MOD,2009.0,Misc,0.05,0.04,0.0,0.01,0.09,91-500
10949,NBA 2K16,PC,2015.0,Sports,0.02,0.06,0.0,0.01,0.09,91-500
10951,NHL 2K8,PMOD,2007.0,Sports,0.08,0.01,0.0,0.01,0.09,91-500
10966,Dora's Big Birthday Adventure,PMOD,2010.0,Misc,0.08,0.01,0.0,0.01,0.09,91-500
10989,Disney's The Haunted Mansion,MOD,2003.0,Action,0.07,0.02,0.0,0.0,0.09,91-500
10996,Beaterator,PMOD,2009.0,Misc,0.06,0.02,0.0,0.02,0.09,91-500
11044,Carnival Games: Wild West 3D,PMOD,2011.0,Misc,0.06,0.02,0.0,0.01,0.09,91-500
11085,MLB Superstars,PMOD,2008.0,Sports,0.08,0.0,0.0,0.01,0.09,91-500
11143,Major League Baseball 2K12,PMOD,2012.0,Sports,0.08,0.0,0.0,0.01,0.09,91-500
11147,MLB 2K9 Fantasy All-Stars,PMOD,2009.0,Sports,0.08,0.0,0.0,0.01,0.09,91-500
11161,Ford Racing 3,MOD,2004.0,Sports,0.07,0.02,0.0,0.0,0.09,91-500
11199,Major League Baseball 2K7,PMOD,2007.0,Sports,0.08,0.0,0.0,0.01,0.09,91-500
11206,Royal Palace of White Sword and The City of Gentiles,MOD,2005.0,Misc,0.06,0.02,0.0,0.0,0.09,91-500
11274,Don King Boxing,PMOD,2009.0,Sports,0.06,0.01,0.0,0.01,0.08,91-500
11318,Major League Baseball 2K12,PMOD,2012.0,Sports,0.08,0.0,0.0,0.01,0.08,91-500
11328,NHL 2K7,PMOD,2006.0,Sports,0.07,0.0,0.0,0.01,0.08,91-500
11400,Major League Baseball 2K11,PC,2011.0,Sports,0.06,0.01,0.0,0.01,0.08,91-500
11410,Fatal Frame III: The Tormented,MOD,2005.0,Action,0.04,0.03,0.0,0.01,0.08,91-500
11440,Diego's Build & Rescue,PMOD,2010.0,Action,0.07,0.0,0.0,0.01,0.08,91-500
11450,Smuggler's Run: Warzones,ANT,2002.0,Misc,0.06,0.02,0.0,0.0,0.08,91-500
11552,BioShock The Collection,PMOD,2016.0,Action,0.03,0.04,0.0,0.01,0.08,91-500
11623,MLB Front Office Manager,PMOD,2009.0,Sports,0.07,0.0,0.0,0.01,0.08,91-500
11661,"Ni Hao, Kai-lan: Super Game Day",MOD,2009.0,Misc,0.04,0.03,0.0,0.01,0.08,91-500
11675,Monkey Hero,ANT,1998.0,Action,0.04,0.03,0.0,0.0,0.08,91-500
11917,Alexi Lalas International Soccer,ANT,1998.0,Sports,0.04,0.03,0.0,0.0,0.07,91-500
11990,MLB Front Office Manager,PMOD,2009.0,Sports,0.06,0.0,0.0,0.01,0.07,91-500
12003,NHL 2K9,PMOD,2008.0,Sports,0.06,0.0,0.0,0.01,0.07,91-500
12007,Battleborn,PC,2016.0,Action,0.03,0.03,0.0,0.01,0.07,91-500
12104,Sudoku Fever,MOD,2006.0,Strategy,0.05,0.02,0.0,0.0,0.07,91-500
12168,Major League Baseball 2K10,PMOD,2010.0,Sports,0.06,0.0,0.0,0.0,0.07,91-500
12204,Tokobot,PMOD,2005.0,Action,0.06,0.0,0.0,0.01,0.07,91-500
12252,Wings of War,MOD,2004.0,Misc,0.05,0.01,0.0,0.0,0.06,91-500
12268,World Poker Tour,MOD,2005.0,Misc,0.05,0.01,0.0,0.0,0.06,91-500
12460,Call of Cthulhu: Dark Corners of the Earth,MOD,2005.0,Misc,0.05,0.01,0.0,0.0,0.06,91-500
12497,Serious Sam II,MOD,2005.0,Action,0.05,0.01,0.0,0.0,0.06,91-500
12559,JoJo's Bizarre Adventure: All Star Battle,PMOD,2012.0,Action,0.06,0.0,0.0,0.0,0.06,91-500
12602,Splat Renegade Paintball,MOD,2005.0,Sports,0.04,0.01,0.0,0.0,0.06,91-500
12677,MLB Power Pros 2008,PMOD,2008.0,Sports,0.05,0.0,0.0,0.0,0.06,91-500
12871,NBA 2K17,PMOD,2016.0,Sports,0.04,0.0,0.0,0.01,0.05,91-500
12914,Major League Baseball 2K11,PMOD,2011.0,Sports,0.05,0.0,0.0,0.0,0.05,91-500
12954,The Bureau: XCOM Declassified,PC,2013.0,Action,0.0,0.05,0.0,0.01,0.05,91-500
13016,The BIGS 2,PMOD,2009.0,Sports,0.05,0.0,0.0,0.0,0.05,91-500
13035,Top Spin 2,PMOD,2006.0,Sports,0.05,0.0,0.0,0.0,0.05,91-500
13201,Major League Baseball 2K11,MOD,2011.0,Sports,0.02,0.02,0.0,0.01,0.05,91-500
13234,NBA 2K17,PMOD,2016.0,Sports,0.03,0.01,0.0,0.01,0.05,91-500
13370,Mafia,PC,2002.0,Action,0.0,0.04,0.0,0.01,0.05,91-500
13388,Fantastic Four: Rise of the Silver Surfer,PMOD,2007.0,Action,0.04,0.01,0.0,0.0,0.05,91-500
13426,Fantastic Four: Rise of the Silver Surfer,PMOD,2007.0,Action,0.04,0.0,0.0,0.0,0.05,91-500
13639,Torino 2006,MOD,2006.0,Sports,0.03,0.01,0.0,0.0,0.04,91-500
13650,World Poker Tour,PMOD,2006.0,Misc,0.04,0.0,0.0,0.0,0.04,91-500
13673,Major League Baseball 2K12,PC,2012.0,Sports,0.04,0.0,0.0,0.0,0.04,91-500
13704,XCOM 2,PMOD,2016.0,Strategy,0.01,0.02,0.0,0.01,0.04,91-500
13725,Shattered Union,MOD,2005.0,Strategy,0.03,0.01,0.0,0.0,0.04,91-500
13733,MLB 2K12 / NBA 2K12 Combo Pack,PMOD,2012.0,Sports,0.04,0.0,0.0,0.0,0.04,91-500
13734,Grand Theft Auto: Vice City,PC,2003.0,Action,0.0,0.03,0.0,0.01,0.04,91-500
13778,Go Diego Go!: Safari Rescue,MOD,2008.0,Action,0.02,0.02,0.0,0.01,0.04,91-500
13797,The Da Vinci Code,MOD,2006.0,Action,0.03,0.01,0.0,0.0,0.04,91-500
13845,Dora's Big Birthday Adventure,MOD,2010.0,Misc,0.02,0.01,0.0,0.0,0.04,91-500
13858,Sid Meier's Railroads!,PC,2006.0,Misc,0.01,0.03,0.0,0.01,0.04,91-500
13918,Civilization Beyond Earth: Rising Tide,PC,2015.0,Strategy,0.0,0.04,0.0,0.0,0.04,91-500
13986,Scaler,ANT,2004.0,Action,0.03,0.01,0.0,0.0,0.04,91-500
14148,Prey,PC,2006.0,Action,0.0,0.03,0.0,0.01,0.03,91-500
14414,NBA 2K13,PC,2012.0,Sports,0.0,0.02,0.0,0.0,0.03,91-500
14546,Royal Palace of White Sword and The City of Gentiles,PC,2009.0,Misc,0.0,0.02,0.0,0.01,0.03,91-500
14714,Max Payne,MOD,2003.0,Action,0.02,0.01,0.0,0.0,0.03,91-500
14725,Max Payne 2: The Fall of Max Payne,PC,2003.0,Action,0.0,0.02,0.0,0.0,0.03,91-500
14727,NBA 2K7,MOD,2006.0,Sports,0.02,0.01,0.0,0.0,0.03,91-500
14797,Bully: Scholarship Edition,PC,2008.0,Action,0.0,0.02,0.0,0.0,0.03,91-500
14917,Stronghold 2 Deluxe,PC,2005.0,Strategy,0.0,0.02,0.0,0.0,0.02,91-500
15142,Max Payne,PC,2001.0,Action,0.0,0.02,0.0,0.0,0.02,91-500
15165,Zathura,MOD,2005.0,Misc,0.02,0.0,0.0,0.0,0.02,91-500
15402,Motocross Mania 3,MOD,2005.0,Sports,0.01,0.0,0.0,0.0,0.02,91-500
15684,Stronghold Legends,PC,2006.0,Strategy,0.0,0.01,0.0,0.0,0.02,91-500
15782,Big Bass Fishing,ANT,2002.0,Action,0.0,0.0,0.02,0.0,0.02,91-500
15804,XCOM 2,PMOD,2016.0,Strategy,0.01,0.01,0.0,0.0,0.02,91-500
15972,Sid Meier's Civilization Revolution 2+,PMOD,2015.0,Strategy,0.0,0.0,0.02,0.0,0.02,91-500
16006,Serious Sam II,PC,2005.0,Action,0.0,0.01,0.0,0.0,0.01,91-500
16074,World Poker Tour,MOD,2005.0,Misc,0.01,0.0,0.0,0.0,0.01,91-500
16096,Grand Theft Auto III,PC,2002.0,Action,0.0,0.01,0.0,0.0,0.01,91-500
16362,NHL 2K7,MOD,2006.0,Sports,0.01,0.0,0.0,0.0,0.01,91-500
29,Gran Turismo 3: A-Spec,MOD,2001.0,Sports,6.85,5.09,1.87,1.16,14.98,501-1400
48,Gran Turismo 4,MOD,2004.0,Sports,3.01,0.01,1.1,7.53,11.66,501-1400
53,Gran Turismo,ANT,1997.0,Sports,4.02,3.87,2.54,0.52,10.95,501-1400
55,Gran Turismo 5,PMOD,2010.0,Sports,2.96,4.88,0.81,2.12,10.77,501-1400
67,Final Fantasy VII,ANT,1997.0,Misc,3.01,2.47,3.28,0.96,9.72,501-1400
70,Gran Turismo 2,ANT,1999.0,Sports,3.88,3.42,1.69,0.5,9.49,501-1400
87,Final Fantasy X,MOD,2001.0,Misc,2.91,2.07,2.73,0.33,8.05,501-1400
96,Crash Bandicoot 2: Cortex Strikes Back,ANT,1997.0,Action,3.78,2.17,1.31,0.31,7.58,501-1400
106,Tekken 3,ANT,1998.0,Action,3.27,2.22,1.4,0.29,7.16,501-1400
107,Crash Bandicoot 3: Warped,ANT,1998.0,Action,3.68,1.75,1.42,0.28,7.13,501-1400
116,Uncharted 3: Drake's Deception,PMOD,2011.0,Action,2.77,2.8,0.19,1.06,6.83,501-1400
117,Crash Bandicoot,ANT,1996.0,Action,3.23,2.35,0.94,0.3,6.82,501-1400
120,Uncharted 2: Among Thieves,PMOD,2009.0,Action,3.27,2.25,0.21,1.0,6.73,501-1400
132,Kingdom Hearts,MOD,2002.0,Misc,3.64,1.2,1.49,0.07,6.4,501-1400
149,LittleBigPlanet,PMOD,2008.0,Action,2.8,2.05,0.17,0.9,5.92,501-1400
153,Tekken 2,ANT,1996.0,Action,2.26,1.89,1.36,0.23,5.74,501-1400
169,Minecraft,PMOD,2014.0,Misc,1.97,2.51,0.0,0.94,5.42,501-1400
206,Spyro the Dragon,ANT,1998.0,Action,3.36,1.36,0.07,0.21,5.0,501-1400
211,Uncharted: Drake's Fortune,PMOD,2007.0,Action,2.31,1.73,0.12,0.78,4.94,501-1400
217,God of War III,PMOD,2010.0,Action,2.74,1.36,0.12,0.63,4.84,501-1400
221,Crash Team Racing,ANT,1999.0,Sports,2.57,1.57,0.44,0.21,4.79,501-1400
237,The Last of Us,PMOD,2014.0,Action,1.78,1.87,0.07,0.82,4.55,501-1400
244,Uncharted: The Nathan Drake Collection,PMOD,2015.0,Action,1.96,1.69,0.08,0.74,4.47,501-1400
246,God of War,MOD,2005.0,Action,2.71,1.29,0.02,0.43,4.45,501-1400
254,Resistance: Fall of Man,PMOD,2006.0,Action,1.73,1.73,0.14,0.75,4.35,501-1400
267,Daxter,PMOD,2006.0,Action,2.45,1.02,0.0,0.75,4.22,501-1400
271,EyeToy Play,MOD,2003.0,Misc,0.88,2.3,0.2,0.83,4.2,501-1400
272,Uncharted 4: A Thief's End,PMOD,2016.0,Action,1.3,2.07,0.18,0.65,4.2,501-1400
273,Gran Turismo 5 Prologue,PMOD,2007.0,Sports,1.28,1.83,0.57,0.53,4.2,501-1400
291,God of War II,MOD,2007.0,Action,2.32,0.04,0.04,1.67,4.07,501-1400
294,Namco Museum Vol.3,ANT,1996.0,Misc,2.28,1.55,0.16,0.06,4.05,501-1400
310,MotorStorm,PMOD,2006.0,Sports,1.53,1.61,0.06,0.67,3.88,501-1400
314,Sports Champions,PMOD,2010.0,Sports,2.12,1.14,0.1,0.51,3.87,501-1400
318,Namco Museum Vol.1,ANT,1995.0,Misc,2.12,1.44,0.22,0.06,3.84,501-1400
327,Ratchet & Clank: Size Matters,PMOD,2007.0,Action,1.4,1.4,0.1,0.87,3.77,501-1400
334,Spyro: Year of the Dragon,ANT,2000.0,Action,1.93,1.58,0.0,0.19,3.71,501-1400
343,SOCOM: U.S. Navy SEALs,MOD,2002.0,Action,2.53,0.81,0.06,0.24,3.65,501-1400
345,Gran Turismo 6,PMOD,2013.0,Sports,0.71,1.8,0.4,0.74,3.64,501-1400
346,Jak and Daxter: The Precursor Legacy,MOD,2001.0,Action,2.08,1.09,0.15,0.33,3.64,501-1400
362,The Getaway,MOD,2002.0,Action,1.23,1.77,0.05,0.49,3.54,501-1400
369,Spyro 2: Ripto's Rage!,ANT,1999.0,Action,2.14,1.21,0.01,0.17,3.52,501-1400
388,LittleBigPlanet 2,PMOD,2011.0,Action,1.82,1.07,0.06,0.47,3.42,501-1400
394,Crash Bash,ANT,2000.0,Misc,1.56,1.47,0.19,0.17,3.39,501-1400
405,Ratchet & Clank,MOD,2002.0,Action,1.44,1.01,0.57,0.3,3.33,501-1400
414,Gran Turismo (PSP),PMOD,2009.0,Sports,0.5,1.59,0.31,0.87,3.27,501-1400
416,Tekken,ANT,1995.0,Action,0.95,1.3,0.77,0.22,3.24,501-1400
426,God of War: Chains of Olympus,PMOD,2008.0,Action,1.48,1.01,0.04,0.66,3.19,501-1400
448,Heavy Rain,PMOD,2010.0,Misc,1.29,1.27,0.06,0.5,3.12,501-1400
464,Killzone 2,PMOD,2009.0,Action,1.4,1.07,0.08,0.47,3.02,501-1400
486,SOCOM II: U.S. Navy SEALs,MOD,2003.0,Action,2.22,0.51,0.06,0.15,2.94,501-1400
488,inFAMOUS,PMOD,2009.0,Action,1.76,0.69,0.12,0.37,2.94,501-1400
500,Hot Shots Golf 3,MOD,2001.0,Sports,0.99,0.32,1.38,0.2,2.89,501-1400
503,Syphon Filter,ANT,1999.0,Action,2.03,0.72,0.02,0.11,2.88,501-1400
528,Hot Shots Golf,ANT,1997.0,Sports,0.29,0.2,2.13,0.18,2.79,501-1400
529,Killzone 3,PMOD,2011.0,Action,1.45,0.88,0.09,0.38,2.79,501-1400
530,A Bug's Life,ANT,1998.0,Action,1.96,0.72,0.0,0.11,2.79,501-1400
538,Jak II,MOD,2003.0,Action,1.68,0.74,0.0,0.36,2.78,501-1400
539,inFAMOUS: Second Son,PMOD,2014.0,Action,1.27,0.97,0.07,0.47,2.78,501-1400
540,Ratchet & Clank: Going Commando,MOD,2003.0,Action,1.44,0.83,0.26,0.25,2.78,501-1400
578,Pac-Man: Adventures in Time,PMOD,2006.0,Action,0.76,1.1,0.12,0.65,2.63,501-1400
580,God of War Collection,PMOD,2009.0,Action,1.7,0.46,0.06,0.41,2.63,501-1400
591,Ratchet & Clank Future: Tools of Destruction,PMOD,2007.0,Action,0.93,1.12,0.08,0.45,2.59,501-1400
593,LittleBigPlanet,PMOD,2009.0,Action,0.64,1.24,0.01,0.69,2.58,501-1400
594,Killzone: Shadow Fall,PMOD,2013.0,Action,0.89,1.33,0.07,0.28,2.58,501-1400
598,Ratchet & Clank: Up Your Arsenal,MOD,2004.0,Action,1.31,0.74,0.31,0.22,2.57,501-1400
621,Resistance 2,PMOD,2008.0,Action,1.15,0.85,0.1,0.39,2.48,501-1400
632,Twisted Metal 2,ANT,1996.0,Sports,2.12,0.25,0.0,0.07,2.44,501-1400
642,ATV Offroad Fury,MOD,2001.0,Sports,2.07,0.26,0.0,0.08,2.41,501-1400
662,Bloodborne,PMOD,2015.0,Action,1.0,0.76,0.26,0.36,2.38,501-1400
697,God of War: Ascension,PMOD,2013.0,Action,1.23,0.68,0.04,0.34,2.29,501-1400
759,Syphon Filter 2,ANT,2000.0,Action,1.5,0.55,0.02,0.08,2.15,501-1400
834,SOCOM: U.S. Navy SEALs: Combined Assault,MOD,2006.0,Action,1.74,0.02,0.0,0.28,2.04,501-1400
850,DriveClub,PMOD,2014.0,Sports,0.35,1.31,0.02,0.33,2.0,501-1400
868,Hot Shots Golf: Open Tee,PMOD,2004.0,Sports,0.5,0.5,0.63,0.33,1.96,501-1400
884,Jet Moto 2,ANT,1997.0,Sports,1.41,0.42,0.03,0.07,1.94,501-1400
902,PaRappa The Rapper,ANT,1996.0,Misc,0.26,0.16,1.46,0.03,1.92,501-1400
914,Ratchet & Clank Future: A Crack in Time,PMOD,2009.0,Action,1.05,0.54,0.03,0.26,1.88,501-1400
917,Hot Shots Golf 2,ANT,1999.0,Sports,0.25,0.12,1.48,0.03,1.88,501-1400
928,The Legend of Dragoon,ANT,1999.0,Misc,0.94,0.44,0.39,0.1,1.86,501-1400
930,SingStar,MOD,2004.0,Misc,0.0,1.37,0.0,0.49,1.86,501-1400
931,LittleBigPlanet 3,PMOD,2014.0,Action,0.64,0.92,0.01,0.29,1.86,501-1400
937,Jak 3,MOD,2004.0,Action,1.33,0.49,0.0,0.03,1.85,501-1400
941,inFAMOUS 2,PMOD,2011.0,Action,1.05,0.49,0.08,0.23,1.85,501-1400
948,Jet Moto,ANT,1996.0,Sports,1.33,0.4,0.03,0.07,1.83,501-1400
952,Air Combat,ANT,1995.0,Misc,0.92,0.33,0.52,0.05,1.83,501-1400
963,Sly 2: Band of Thieves,MOD,2004.0,Action,0.88,0.69,0.0,0.23,1.81,501-1400
971,Beyond: Two Souls,PMOD,2013.0,Misc,0.52,0.88,0.06,0.34,1.79,501-1400
976,The Getaway: Black Monday,MOD,2004.0,Action,0.39,1.01,0.02,0.36,1.78,501-1400
1025,Uncharted: Golden Abyss,PMOD,2011.0,Action,0.59,0.75,0.13,0.27,1.74,501-1400
1035,The Order: 1886,PMOD,2015.0,Action,0.61,0.78,0.06,0.27,1.72,501-1400
1059,SOCOM 3: U.S. Navy SEALs,MOD,2005.0,Action,1.22,0.34,0.04,0.1,1.69,501-1400
1063,Jampack Winter '99,ANT,1999.0,Misc,0.94,0.64,0.0,0.11,1.69,501-1400
1076,NFL GameDay 98,ANT,1997.0,Sports,1.58,0.06,0.0,0.04,1.68,501-1400
1100,Heavenly Sword,PMOD,2007.0,Action,0.57,0.73,0.06,0.3,1.66,501-1400
1131,Ape Escape,ANT,1999.0,Action,0.71,0.48,0.32,0.11,1.63,501-1400
1147,Buzz! The Music Quiz,MOD,2005.0,Misc,0.0,1.18,0.0,0.43,1.61,501-1400
1163,Soul Edge,ANT,1996.0,Action,0.61,0.41,0.46,0.1,1.59,501-1400
1174,Jampack Summer 2K,ANT,2000.0,Misc,0.88,0.6,0.0,0.1,1.58,501-1400
1190,Twisted Metal,ANT,1995.0,Action,1.32,0.19,0.0,0.05,1.56,501-1400
1213,Dark Cloud,MOD,2000.0,Misc,0.83,0.44,0.08,0.19,1.54,501-1400
1254,Resistance 3,PMOD,2011.0,Action,0.64,0.58,0.05,0.23,1.5,501-1400
1274,Buzz! The BIG Quiz,MOD,2006.0,Misc,0.0,1.1,0.0,0.39,1.49,501-1400
1298,LittleBigPlanet PS Vita,PMOD,2012.0,Action,0.4,0.72,0.02,0.33,1.47,501-1400
1335,SingStar Pop,MOD,2007.0,Misc,0.04,1.08,0.0,0.32,1.44,501-1400
1375,Ridge Racer,PMOD,2004.0,Sports,0.36,0.45,0.32,0.28,1.41,501-1400
1378,Gran Turismo 4 Prologue,MOD,2003.0,Sports,0.0,0.47,0.77,0.17,1.41,501-1400
1379,Twisted Metal: Black,MOD,2001.0,Sports,1.19,0.17,0.0,0.05,1.41,501-1400
1384,2Xtreme,ANT,1996.0,Sports,1.15,0.2,0.0,0.05,1.4,501-1400
1419,MotorStorm: Pacific Rift,PMOD,2008.0,Sports,0.43,0.67,0.02,0.26,1.37,501-1400
1428,SingStar Abba,MOD,2008.0,Misc,0.23,0.04,0.0,1.09,1.36,501-1400
1454,SingStar Party,MOD,2004.0,Misc,0.0,1.04,0.0,0.31,1.35,501-1400
1456,The ICO & Shadow of the Colossus Collection,PMOD,2011.0,Misc,0.67,0.37,0.13,0.17,1.35,501-1400
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),MOD,2004.0,Action,1.27,0.05,0.0,0.02,1.33,501-1400
1496,MAG: Massive Action Game,PMOD,2010.0,Action,0.77,0.3,0.09,0.16,1.32,501-1400
1520,SingStar '80s,MOD,2005.0,Misc,0.27,0.02,0.0,1.02,1.3,501-1400
1568,Jet Li: Rise to Honor,MOD,2004.0,Action,0.62,0.48,0.0,0.16,1.27,501-1400
1569,Battle Arena Toshinden,ANT,1994.0,Action,0.39,0.26,0.53,0.08,1.27,501-1400
1584,SOCOM: U.S. Navy SEALs Confrontation,PMOD,2008.0,Action,0.94,0.17,0.02,0.13,1.25,501-1400
1599,Ratchet: Deadlocked,MOD,2005.0,Action,0.85,0.03,0.22,0.14,1.24,501-1400
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,ANT,2003.0,Misc,0.69,0.47,0.0,0.08,1.23,501-1400
1637,Intelligent Qube,ANT,1997.0,Strategy,0.13,0.07,1.0,0.02,1.22,501-1400
1657,Sly Cooper and the Thievius Raccoonus,MOD,2002.0,Action,1.03,0.14,0.0,0.04,1.21,501-1400
1729,Ratchet & Clank (2016),PMOD,2016.0,Action,0.32,0.64,0.04,0.18,1.17,501-1400
1734,Rage Racer,ANT,1996.0,Sports,0.16,0.11,0.83,0.08,1.17,501-1400
1748,SingStar,PMOD,2007.0,Misc,0.45,0.58,0.0,0.13,1.16,501-1400
1749,Bushido Blade,ANT,1997.0,Action,0.39,0.27,0.43,0.08,1.16,501-1400
1776,Ratchet & Clank: All 4 One,PMOD,2011.0,Action,0.75,0.22,0.05,0.12,1.15,501-1400
1786,Shadow of the Colossus,MOD,2005.0,Action,0.78,0.03,0.2,0.13,1.14,501-1400
1788,Hot Shots Golf: Out of Bounds,PMOD,2007.0,Sports,0.31,0.03,0.76,0.04,1.14,501-1400
1804,ModNation Racers,PMOD,2010.0,Sports,0.5,0.41,0.06,0.16,1.13,501-1400
1812,Jampack Winter '98,ANT,1998.0,Misc,0.63,0.43,0.0,0.07,1.13,501-1400
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PMOD,2005.0,Action,1.03,0.0,0.01,0.08,1.12,501-1400
1842,Arc the Lad,ANT,1995.0,Misc,0.0,0.0,1.1,0.01,1.11,501-1400
1866,SingStar Legends,MOD,2006.0,Misc,0.12,0.75,0.0,0.23,1.1,501-1400
1867,SingStar Rocks!,MOD,2006.0,Misc,0.0,0.84,0.0,0.25,1.1,501-1400
1870,Star Ocean: The Second Story,ANT,1998.0,Misc,0.26,0.1,0.72,0.02,1.1,501-1400
1881,Namco Museum Battle Collection,PMOD,2005.0,Misc,0.75,0.18,0.0,0.16,1.09,501-1400
1920,Doko Demo Issyo,ANT,1999.0,Misc,0.0,0.0,1.0,0.07,1.07,501-1400
1934,World Tour Soccer,PMOD,2005.0,Sports,0.1,0.63,0.0,0.34,1.07,501-1400
1936,Ridge Racer Revolution,ANT,1995.0,Sports,0.17,0.12,0.71,0.07,1.07,501-1400
1964,Warhawk,PMOD,2007.0,Misc,0.49,0.39,0.0,0.17,1.06,501-1400
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PMOD,2006.0,Action,0.81,0.11,0.0,0.13,1.05,501-1400
1974,Arc the Lad II,ANT,1996.0,Misc,0.0,0.0,0.92,0.13,1.05,501-1400
1987,Monster Rancher 2,ANT,1998.0,Misc,0.19,0.13,0.66,0.07,1.05,501-1400
2012,MotorStorm: Arctic Edge,PMOD,2009.0,Sports,0.16,0.58,0.0,0.3,1.04,501-1400
2013,WipEout Pure,PMOD,2005.0,Sports,0.47,0.34,0.0,0.22,1.04,501-1400
2045,God of War: Ghost of Sparta,PMOD,2010.0,Action,0.41,0.36,0.03,0.21,1.01,501-1400
2071,NFL GameDay 2001,ANT,2000.0,Sports,0.56,0.38,0.0,0.07,1.0,501-1400
2082,Jampack Winter 2000,ANT,2000.0,Misc,0.55,0.38,0.0,0.07,1.0,501-1400
2096,EyePet,PMOD,2009.0,Misc,0.35,0.52,0.04,0.09,0.99,501-1400
2099,The Bouncer,MOD,2000.0,Action,0.3,0.23,0.38,0.08,0.99,501-1400
2151,Dark Cloud 2,MOD,2002.0,Misc,0.38,0.25,0.26,0.07,0.96,501-1400
2152,Jampack Summer '99,ANT,1999.0,Misc,0.54,0.36,0.0,0.06,0.96,501-1400
2153,PlayStation All-Stars Battle Royale,PMOD,2012.0,Action,0.5,0.28,0.04,0.14,0.96,501-1400
2158,Gangs of London,PMOD,2006.0,Misc,0.3,0.44,0.0,0.22,0.96,501-1400
2168,Shinobi,MOD,2002.0,Action,0.36,0.28,0.22,0.09,0.96,501-1400
2181,SingStar Abba,PMOD,2008.0,Misc,0.27,0.51,0.0,0.17,0.95,501-1400
2183,Wild ARMs,ANT,1996.0,Misc,0.26,0.17,0.46,0.06,0.95,501-1400
2196,Killzone,MOD,2004.0,Action,0.79,0.03,0.0,0.13,0.94,501-1400
2213,MLB 2000,ANT,1999.0,Sports,0.52,0.35,0.0,0.06,0.94,501-1400
2218,Hot Shots Golf Fore!,MOD,2003.0,Sports,0.46,0.36,0.0,0.12,0.94,501-1400
2219,MLB 06: The Show,MOD,2006.0,Sports,0.78,0.03,0.0,0.13,0.94,501-1400
2223,Buzz! Quiz World,PMOD,2009.0,Misc,0.16,0.58,0.0,0.2,0.93,501-1400
2228,White Knight Chronicles: International Edition,PMOD,2008.0,Misc,0.33,0.16,0.36,0.08,0.93,501-1400
2239,MLB 07: The Show,MOD,2007.0,Sports,0.77,0.03,0.0,0.13,0.93,501-1400
2268,MLB 12: The Show,PMOD,2012.0,Sports,0.86,0.0,0.0,0.06,0.92,501-1400
2271,Tobal No.1,ANT,1996.0,Action,0.12,0.08,0.66,0.06,0.92,501-1400
2273,MLB 15: The Show,PMOD,2015.0,Sports,0.67,0.08,0.0,0.17,0.92,501-1400
2299,MLB 2005,MOD,2004.0,Sports,0.44,0.35,0.0,0.12,0.9,501-1400
2300,SOCOM 4: U.S. Navy SEALs,PMOD,2011.0,Action,0.66,0.12,0.04,0.08,0.9,501-1400
2302,Buzz! Quiz TV,PMOD,2008.0,Misc,0.28,0.48,0.0,0.14,0.9,501-1400
2308,Hot Shots Tennis,MOD,2006.0,Sports,0.17,0.13,0.55,0.05,0.9,501-1400
2310,Resistance: Retribution,PMOD,2009.0,Action,0.27,0.36,0.05,0.22,0.9,501-1400
2321,LittleBigPlanet Karting,PMOD,2012.0,Action,0.42,0.32,0.01,0.15,0.9,501-1400
2328,Killzone: Liberation,PMOD,2006.0,Action,0.44,0.28,0.0,0.18,0.89,501-1400
2336,The Jak and Daxter Collection,PMOD,2012.0,Action,0.6,0.19,0.0,0.1,0.89,501-1400
2341,Ace Combat 2,ANT,1997.0,Misc,0.16,0.11,0.56,0.06,0.89,501-1400
2353,MLB 2001,ANT,2000.0,Sports,0.49,0.34,0.0,0.06,0.89,501-1400
2354,SingStar Anthems,MOD,2006.0,Misc,0.0,0.68,0.0,0.2,0.89,501-1400
2366,Buzz! The Mega Quiz,MOD,2007.0,Misc,0.32,0.06,0.0,0.5,0.88,501-1400
2391,NFL GameDay '97,ANT,1996.0,Sports,0.48,0.33,0.0,0.06,0.87,501-1400
2397,Buzz! Master Quiz,PMOD,2008.0,Misc,0.2,0.44,0.0,0.23,0.87,501-1400
2405,Lemmings,PMOD,2006.0,Strategy,0.12,0.52,0.0,0.23,0.87,501-1400
2410,SingStar '90s,MOD,2007.0,Misc,0.1,0.59,0.0,0.18,0.87,501-1400
2415,Ghostbusters: The Video Game,PMOD,2009.0,Action,0.34,0.37,0.0,0.15,0.86,501-1400
2422,MLB 99,ANT,1998.0,Sports,0.48,0.32,0.0,0.06,0.86,501-1400
2448,NFL GameDay,ANT,1995.0,Sports,0.47,0.32,0.0,0.06,0.85,501-1400
2459,MLB 16: The Show,PMOD,2016.0,Action,0.68,0.0,0.0,0.16,0.84,501-1400
2474,Rogue Galaxy,MOD,2005.0,Misc,0.24,0.16,0.39,0.05,0.84,501-1400
